ItemCode,ItemName,ForeignName,ItemsGroupCode,ItemType,PurchaseItem,SalesItem,InventoryItem,Manufacturer,ShipType,ManageSerialNumbers,ManageBatchNumbers,IsPhantom,ItemClass,MaterialType,NCMCode,ProductSource,PurchaseUnit,PurchaseItemsPerUnit,SalesUnit,SalesItemsPerUnit,InventoryUOM,MinInventory,MaxInventory,PlanningSystem,ProcurementMethod,OrderMultiple,MinOrderQuantity,LeadTime,User_Text,U_SKILL_CEST,U_SKILL_LisSer,U_SKILL_SerMun,
S0494   ,LU Health One Professional (OEM/G2TEC)                                                    ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,Outros ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0495   ,LU Health One Limited (OEM/G2TEC)                                                         ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,Outros ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0496   ,LU Humanus (Rental/G2TEC)                                                                 ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0497   ,LU Integração (G2TEC)                                                                     ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0498   ,Mensalidade - Integração (G2TEC)                                                          ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0499   ,LU F0024 - NF Mod.21 - 1 CNPJ (G2ANA)                                                     ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0500   ,LU F0024 - Solução Profis (G2ANA)                                                         ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0501   ,LU F0022 - DI Server On Premise (G2INFO)                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0502   ,Manutenção SAP DI Server On Premise (G2INFO)                                              ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0503   ,LU NG Folha  101 até 300 Funcionários / até 5 CNPJs (G2TEC)                               ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0504   ,LU F0440 - Cloud Field Services Starter + 1 Connector SAP                                 ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0505   ,LU F0440 - OP Country Package                                                             ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0506   ,LU F0022 - Subscription (G2TEC)                                                           ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0507   ,LU F0022 - Subscription Professional (G2TEC)                                              ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,SAP    ,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0508   ,LU F0022 - Subscription Limited (G2TEC)                                                   ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0509   ,"LU F0024 - NF-e, Importador de Xml e Adm. De Documentos (G2INFO)                          ",,Serviços  ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0510   ,LU F0022 - Subscription Starter Package User (G2TEC)                                      ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0511   ,Manutenção Subscription (G2TEC)                                                           ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0512   ,LU F0022 - Subscription Professional (G2INFO)                                             ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,SAP    ,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0513   ,LU F0022 - Subscription Limited (G2INFO)                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,SAP    ,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0514   ,LU Health One Limited (OEM/G2ANA)                                                         ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0515   ,LU F0126 - NG Folha e Ponto - Até 150 funcionários (G2 ANA)                               ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0516   ,LU F0126 - Cloud Mastermaq (G2 ANA)                                                       ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0517   ,LU F0126 - Adesão NGFolha e NGPonto (G2 ANA)                                              ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0518   ,Comissão Treinamento (G2TEC)                                                              ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,Outros ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0519   ,Comissão Customização (G2TEC)                                                             ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0520   ,Comissão Suporte (G2TEC)                                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,Skill  ,Outros ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0521   ,Comissão Manutenção (G2TEC)                                                               ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,Skill  ,Outros ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0522   ,Manutenção Professional OEM (G2TEC)                                                       ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0523   ,Manutenção Limited OEM (G2TEC)                                                            ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0524   ,Manutenção Anual - SAP Business One (G2INFO)                                              ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0525   ,Manutenção Anual - LU DI Server (G2INFO)                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0526   ,Manutenção Anual - SAP Business One (G2ANA)                                               ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0527   ,Manutenção Anual - SAP Business One (G2TEC)                                               ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0528   ,LU F0022 - Subscription Starter Package User (G2INFO)                                     ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,SAP    ,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,1,1,,,,2800,2800,
S0529   ,Manutenção Subscription (G2INFO)                                                          ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0530   ,Manutenção Anual - B1 Up                                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0531   ,LU NG Folha - mais de 6 CNPJ's (G2INFO)                                                   ,LU NG Folha - mais de 6 CNPJ's (G2INFO),Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0532   ,Planning                                                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0533   ,Manutenção Planning                                                                       ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0534   ,LU F0024 - Combo Seven para Hana (G2TEC)                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0535   ,Hosting (G2ANA)                                                                           ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0636   ,Vinho Tinto - Brindes                                                                     ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,Outros ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
S0637   ,Hospedagem Microsoft (G2 ANA)                                                             ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,Huawei ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0638   ,LU F0146 TaxOne DFe (G2TEC)                                                               ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0639   ,LU F0022 - Subscription Limited (G2ANA)                                                   ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
S0640   ,LU F0701 - Bytes até 17.999 assinantes                                                    ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Bold Bytes    ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0641   ,LU F0701 - Bytes até 5.999 assinantes (G2CONS)                                            ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Bold Bytes    ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0642   ,Prestação de Serviços - Implantação Byte/Telco (G2 CONS)                                  ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,SERVIÇOS       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0643   ,LU F0024 ICMS - Conv 115 CNPJ Filial (G2TEC)                                              ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0644   ,LU F0724 Add-on PDV One (G2CONS)                                                          ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Alloc  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0645   ,LU F0022 - Subscription (G2INFO)                                                          ,,Itens ,itItems,Sim         ,Sim       ,Não        ,SAP    ,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0646   ,LU F0146 Solução ContractOne (G2CONS)                                                     ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Invent ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0647   ,Prestação de Serviços - GP (TEC)                                                          ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,SERVIÇOS       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0648   ,Prestação de Serviços - Implantação Superabank                                            ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Invent ,SERVIÇOS       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0649   ,Prestação de Serviços - Implantação Contract One                                          ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Invent ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0650   ,Prestação de Serviços - Implantação Skill                                                 ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0651   ,Cloud Hibrido( G2 Cons)                                                                   ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0652   ,Cloud Dedicado (G2CONS)                                                                   ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0653   ,Boyum LU P&D ( G2 Consul)                                                                 ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Boyum IT      ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
S0654   ,Boyum                                                                                     ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
S0655   ,Cloud Semi Dedicado (G2CONS)                                                              ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
S0656   ,Prestação de serviços- Suporte SAP (G2Cons)                                               ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
S0657   ,LU F0146 Fiscal e Bancário (G2CONS)                                                       ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,Invent ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,1,1,,,,2800,2800,
S0658   ,LU PDV One(G2Consu)                                                                       ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Uso e Consumo ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
S0659   ,LU F0024 - DAIP MG (G2CONS)                                                               ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0660   ,LU F0024 - Combo Fiscal 2021 (G2CONS)                                                     ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0661   ,LU F0024 - Combo Fiscal 2021 (G2TEC)                                                      ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0662   ,LU F0024 - Combo Fiscal 2021 (G2ANA)                                                      ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0663   ,LU F0146 NF-e - On Demand (G2TEC)                                                         ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,Invent ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0664   ,LU F0024 Importador XML - On Demand (G2TEC)                                               ,,Licenciamento ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,1,1,,,,2800,2800,
S0665   ,LU F0609 - Smart CNPJ (G2 CONS)                                                           ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Power One     ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0666   ,LU F0609 - Smart CEP (G2 CONS)                                                            ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Power One     ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0667   ,LU F0609 - Webservice (G2CONS)                                                            ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Power One     ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0668   ,LU F0609 - Webservice (G2ANA)                                                             ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Power One     ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0669   ,LU F0609 - Webservice (G2TEC)                                                             ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Power One     ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0670   ,Prestação de Serviços - GP (G2ANA)                                                        ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,SERVIÇOS       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0671   ,LU F0146 MDF-e - On Demand (G2 Cons)                                                      ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,Invent ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0672   ,LU F0024- Adm. de documentos(G2INFO)                                                      ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0673   ,LU F0024- Livro do DF(G2INFO)                                                             ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0674   ,LU F0146 Importador XML - On Demand (G2TEC)                                               ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Invent ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0675   ,LU F0616 - Excedente Cloud GB (G2CONS)                                                    ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Azure  ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0676   ,LU F0616 - Excedente Cloud GB (G2TEC)                                                     ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Azure  ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0677   ,LU F0616 - Excedente Cloud GB (G2ANA)                                                     ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Azure  ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0678   ,LU F0024 FCI One - CNPJ Matriz (G2TEC)                                                    ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0679   ,LU F0024 Importador XML -  Extreme (CNPJ Matriz/G2TEC)                                    ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0680   ,LU F0146 - Integration Bank (G2TEC)                                                       ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Invent ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0681   ,LU F0146 - GIA/GIA-ST (G2ANA)                                                             ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0682   ,LU Add-on Ativo G2 (G2CONS)                                                               ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0683   ,LU Add-on Ativo G2 (G2ANA)                                                                ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0684   ,LU Add-on Ativo G2 (G2TEC)                                                                ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0685   ,LU F0146 - Combo Smart Solutions (G2CONS)                                                 ,,Itens ,itItems,Sim         ,Sim       ,Não        ,Invent ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
